movieId,avgScore
1135,4.0
1136,2.0
1137,1.0
1138,3.0
1139,3.0
1140,5.0
1141,5.0
1142,5.0
1143,3.0
1144,4.0
1145,5.0
1146,4.0
1147,3.0
1148,3.0
1149,2.0
1150,4.67
1151,4.0
1152,3.0
1153,2.0
1154,4.0
1155,4.5
1156,2.5
1157,4.0
1158,2.0
1159,2.0
1160,4.5
1161,4.0
1162,2.0
1163,3.0
1164,3.0
1165,5.0
1166,5.0
1167,5.0
1168,4.0
1169,5.0
1170,5.0
1171,2.0
1172,1.0
1173,2.0
1174,5.0
1175,5.0
1176,2.0
1177,4.0
1178,4.0
1179,4.0
1180,3.0
1181,5.0
1182,4.0
1183,5.0
1184,4.0
1185,5.0
1186,5.0
1187,4.0
1188,4.0
1189,3.0
1190,5.0
1191,4.0
1192,4.0
1193,5.0
1194,5.0
1195,4.0
1196,3.5
1197,5.0
1198,5.0
1199,3.0
1200,5.0
1201,4.0
1202,4.0
1203,2.5
1204,3.0
1205,4.0
1206,2.0
1207,3.0
1208,4.0
1209,5.0
1210,4.0
1211,5.0
1212,5.0
1213,4.0
1214,4.0
1215,3.0
1216,5.0
1217,4.0
1218,4.0
1219,3.0
1220,1.0
1221,1.0
1222,3.0
1223,5.0
1224,2.0
1225,3.5
1226,4.5
1227,3.0
1228,3.0
1229,4.0
1230,4.5
1231,2.0
1232,3.0
