userId,likes
46,"[127, 195, 196, 96, 55, 197, 198, 199, 200, 201, 56, 45, 14, 121, 202, 67, 153, 203, 204, 69, 205, 206, 207, 208, 209, 70, 210, 133, 71, 72, 211, 212, 16, 37, 134, 26, 213, 214, 57, 215, 76, 216, 217, 79, 218, 219, 220, 54, 47, 221, 98, 222, 160, 223, 40, 101, 224, 225, 226, 41, 42, 227, 192, 84, 228, 229, 109, 63, 230, 163, 231, 29, 18, 43, 232, 233, 164, 234, 22, 139, 7, 235, 236, 49, 58, 86, 168, 237, 238, 59, 239, 23, 141, 170, 145, 90, 240, 60, 20, 31, 179, 241, 61, 242, 243, 148, 244, 245, 92, 180, 246, 247, 186, 187, 248, 249, 250, 251, 182, 252, 184]"
47,[253]
48,"[55, 126, 131, 56, 68, 205, 71, 254, 212, 78, 79, 218, 27, 98, 255, 256, 257, 136, 258, 225, 226, 259, 227, 228, 109, 230, 164, 139, 236, 260, 238, 59, 239, 261, 145, 89, 262, 172, 241, 243, 244, 263, 32, 264, 180, 265, 187, 266, 249, 116, 39, 267, 268, 269, 182, 118, 270, 95, 10, 36]"
49,[12]
50,"[68, 210, 211, 271]"
51,[222]
52,"[26, 137, 261]"
53,"[5, 108, 181, 182, 272, 9]"
54,[53]
55,[211]
56,[273]
57,"[68, 274, 215, 48]"
58,"[4, 206, 275, 159, 276, 42, 227, 83, 230, 271, 162, 163]"
59,"[127, 178, 126, 199, 56, 277, 218, 27, 278, 40, 279, 85, 280, 22, 240, 19, 147, 281, 244, 33, 181, 150, 282, 34, 252, 283, 36, 12, 284]"
60,[115]
61,[148]
62,"[67, 285]"
63,"[286, 191, 219]"
64,[250]
65,[287]
66,"[177, 52, 127, 288, 289, 131, 56, 132, 45, 25, 209, 122, 75, 37, 214, 57, 290, 78, 218, 219, 27, 51, 291, 292, 110, 100, 23, 88, 240, 60, 147, 244, 293, 33, 24, 149, 181, 269, 294, 253]"
67,"[11, 12]"
68,"[60, 244]"
69,"[5, 56]"
70,[10]
71,"[14, 206, 18, 295]"
72,[168]
73,[27]
74,"[296, 56, 14, 67, 69, 70, 157, 158, 63, 161]"
75,"[297, 36, 104]"
76,[64]
77,"[204, 298, 57, 299, 60, 245]"
78,"[75, 51, 300]"
79,"[127, 301, 302, 126, 199, 131, 56, 303, 25, 67, 304, 204, 305, 306, 254, 212, 21, 37, 307, 26, 107, 308, 57, 275, 277, 309, 310, 217, 311, 218, 220, 135, 54, 27, 98, 278, 255, 258, 225, 226, 259, 108, 28, 228, 312, 99, 29, 18, 110, 100, 280, 313, 111, 103, 38, 299, 235, 236, 314, 58, 44, 30, 87, 112, 238, 59, 239, 23, 175, 142, 97, 315, 316, 113, 261, 317, 318, 319, 262, 90, 240, 60, 19, 320, 31, 114, 147, 179, 115, 241, 321, 61, 322, 242, 243, 148, 323, 244, 245, 324, 32, 325, 293, 326, 264, 327, 33, 180, 185, 246, 265, 24, 247, 186, 187, 149, 248, 266, 116, 328, 329, 176, 282, 250, 267, 251, 269, 294, 182, 272, 34, 118, 330, 297, 183, 252, 331, 184, 253, 332, 93, 94, 95, 9, 333, 334, 36, 273]"
80,"[52, 132, 68, 16, 157, 216, 222, 276, 335, 168]"
81,"[336, 337, 191, 338, 193]"
82,[146]
83,"[339, 340, 130, 198, 199, 5, 67, 204, 341, 285, 37, 26, 157, 98, 257, 226, 259, 108, 28, 342, 109, 99, 18, 22, 299, 44, 30, 23, 175, 113, 318, 319, 240, 20, 31, 179, 241, 322, 242, 244, 245, 324, 325, 180, 24, 186, 187, 149, 266, 39, 328, 268, 182, 272, 119, 252, 331, 184, 94, 95, 9, 334, 10, 36, 343, 12, 13, 284]"
84,"[62, 67, 336, 6, 190, 160, 338, 138, 180, 39]"
85,"[177, 286, 4, 221]"
86,[221]
87,"[72, 37]"
88,"[151, 197, 62, 105, 131, 56, 45, 14, 202, 303, 67, 68, 153, 304, 344, 154, 206, 345, 46, 209, 346, 210, 133, 298, 347, 106, 348, 74, 21, 37, 307, 26, 349, 214, 57, 76, 123, 190, 124, 311, 79, 219, 54, 27, 47, 48, 160, 223, 136, 80, 15, 258, 350, 41, 108, 42, 351, 227, 352, 353, 102, 228, 229, 18, 110, 43, 232, 233, 111, 103, 354, 335, 139, 7, 53, 235, 355, 49, 356, 314, 260, 58, 86, 237, 357, 59, 88, 143, 315, 145, 90, 171, 146, 358, 172, 60, 20, 114, 179, 115, 61, 148, 244, 325, 327, 33, 265, 39]"
89,[67]
90,"[219, 233]"
91,"[55, 69, 336, 345, 359, 16, 157, 76, 190, 158, 27, 338, 360, 63, 163, 18, 280, 139, 166, 168, 143, 319, 50, 179, 263, 33, 329, 250, 269]"
92,"[209, 63, 60]"
93,"[3, 130, 143]"
94,"[361, 97, 362, 8, 12]"
95,[291]
96,"[363, 121, 364, 68, 211, 213, 349, 76, 47, 48, 276, 352]"
97,"[121, 211, 16, 214, 48]"
98,"[127, 55, 62, 56, 121, 69, 211, 212, 213, 365, 123, 158, 257, 40, 350, 352, 312, 230, 232, 299, 355, 86, 366, 367, 245, 246, 249, 117, 250]"
99,[284]
